Incident_ID,Reporting_Agency,Date_Reported,Time_Reported,Incident_Type,NDRRMC_Hazard_Classification,NDRRMC_Report_Type,Probable_Cause,Severity,Congressional_District,LGU_Type,City_Municipality,Barangay,Latitude,Longitude,Response_Time_Minutes,Units_Deployed,Casualties,Estimated_Damage_PHP,Status
DRRMO-20240822-2247,DRRMO,2024-08-22,12:05:46,Other Emergency,Human-Induced Hazard,Incident Report,Power line hazard,Low,Negros Occidental - 3rd District,City,Talisay City,Zone 17,10.698706,122.951335,16,2,0,0,Resolved
BFP-20240825-4713,BFP,2024-08-25,14:40:16,Fire Incident,Human-Induced Hazard,Incident Report,Smoking / lighted cigarette,Low,Negros Occidental - 3rd District,City,Talisay City,San Sebastian,10.711703,122.92094,22,2,0,0,Closed
DRRMO-20240829-0031,DRRMO,2024-08-29,08:18:15,Flood/Typhoon,Natural Hazard,Incident Report,Typhoon/tropical storm rainfall,Low,Negros Occidental - 3rd District,City,Talisay City,McKinley Baybay,10.705377,122.999555,8,2,0,18320,Ongoing
DRRMO-20240829-6524,DRRMO,2024-08-29,11:06:43,Flood/Typhoon,Natural Hazard,Incident Report,River overflow (Imbang/Malijao river system),Critical,Negros Occidental - 3rd District,City,Talisay City,McKinley Baybay,10.73628,123.017784,11,1,0,932594,Resolved
BFP-20240831-0149,BFP,2024-08-31,19:28:44,Fire Incident,Human-Induced Hazard,Incident Report,Candle / lighted lamp,High,Negros Occidental - 3rd District,City,Talisay City,Concepcion,10.722982,122.953094,11,3,0,184538,Resolved
DRRMO-20240901-6247,DRRMO,2024-09-01,18:24:14,Infrastructure Damage,Human-Induced Hazard,Incident Report,Collapsed structure,High,Negros Occidental - 3rd District,City,Talisay City,Zone 19,10.755921,122.924365,27,2,0,1467760,Resolved
DRRMO-20240905-0165,DRRMO,2024-09-05,07:38:56,Medical Emergency,Human-Induced Hazard,Incident Report,Difficulty breathing,Low,Negros Occidental - 3rd District,City,Talisay City,Katilingban,10.703492,122.995669,7,1,0,0,Ongoing
DRRMO-20240905-0200,DRRMO,2024-09-05,10:36:50,Infrastructure Damage,Natural Hazard,Incident Report,Bridge damage,High,Negros Occidental - 3rd District,City,Talisay City,San Isidro,10.745178,123.032661,6,1,0,154161,Resolved
DRRMO-20240905-0075,DRRMO,2024-09-05,21:34:51,Landslide,Natural Hazard,Incident Report,Prolonged heavy rainfall,High,Negros Occidental - 3rd District,City,Talisay City,Dos Hermanas,10.735933,122.9356,8,2,0,126400,Closed
BFP-20240906-6966,BFP,2024-09-06,04:41:44,Fire Incident,Human-Induced Hazard,Incident Report,Candle / lighted lamp,High,Negros Occidental - 3rd District,City,Talisay City,Cabatangan,10.765876,123.006044,23,2,0,838132,Resolved
BFP-20240907-0580,BFP,2024-09-07,01:30:23,Fire Incident,Human-Induced Hazard,Incident Report,Arson (under investigation),Critical,Negros Occidental - 3rd District,City,Talisay City,San Isidro,10.768219,122.937896,6,2,0,25769,Resolved
BFP-20240907-5314,BFP,2024-09-07,05:29:24,Fire Incident,Human-Induced Hazard,Incident Report,Smoking / lighted cigarette,Low,Negros Occidental - 3rd District,City,Talisay City,Katilingban,10.774109,122.984,24,1,0,1529089,Resolved
BFP-20240910-1924,BFP,2024-09-10,09:55:02,Fire Incident,Human-Induced Hazard,Incident Report,Unknown/undetermined,High,Negros Occidental - 3rd District,City,Talisay City,San Sebastian,10.712339,123.00622,16,1,0,0,Resolved
DRRMO-20240911-5016,DRRMO,2024-09-11,07:44:56,Fire Incident,Human-Induced Hazard,Incident Report,Electrical ignition/faulty wiring,Critical,Negros Occidental - 3rd District,City,Talisay City,McKinley Baybay,10.716528,122.930271,19,2,1,0,Ongoing
DRRMO-20240914-7899,DRRMO,2024-09-14,12:58:14,Infrastructure Damage,Human-Induced Hazard,Incident Report,Fallen electric post/tree,Low,Negros Occidental - 3rd District,City,Talisay City,"Zone 16, Bubog",10.724497,123.001724,26,3,0,1088520,Resolved
DRRMO-20240918-0169,DRRMO,2024-09-18,21:35:17,Flood/Typhoon,Natural Hazard,Incident Report,Heavy monsoon rain,High,Negros Occidental - 3rd District,City,Talisay City,"Zone 16, Bubog",10.758278,122.953555,10,3,1,153226,Resolved
BFP-20240926-9288,BFP,2024-09-26,22:36:40,Medical Emergency,Human-Induced Hazard,Incident Report,Cardiac arrest,High,Negros Occidental - 3rd District,City,Talisay City,Concepcion,10.732173,122.971078,16,2,0,0,Resolved
DRRMO-20240927-2357,DRRMO,2024-09-27,12:41:31,Medical Emergency,Human-Induced Hazard,Incident Report,Stroke/seizure,Low,Negros Occidental - 3rd District,City,Talisay City,Zone 20,10.741762,122.923747,20,2,0,0,Resolved
BFP-20241002-8872,BFP,2024-10-02,18:03:09,Fire Incident,Human-Induced Hazard,Incident Report,Smoking / lighted cigarette,Low,Negros Occidental - 3rd District,City,Talisay City,Zone 17,10.7492,122.92967,4,3,0,1755481,Resolved
BFP-20241002-7768,BFP,2024-10-02,20:26:32,Fire Incident,Human-Induced Hazard,Incident Report,Unknown/undetermined,High,Negros Occidental - 3rd District,City,Talisay City,Cabatangan,10.763494,123.016714,30,2,0,0,False Alarm
DRRMO-20241008-0311,DRRMO,2024-10-08,10:30:39,Fire Incident,Human-Induced Hazard,Incident Report,Unknown/undetermined,Critical,Negros Occidental - 3rd District,City,Talisay City,"Zone 16, Bubog",10.774405,122.943066,14,3,0,1738820,Resolved
DRRMO-20241010-4056,DRRMO,2024-10-10,20:08:44,Fire Incident,Human-Induced Hazard,Incident Report,Electrical ignition/faulty wiring,Low,Negros Occidental - 3rd District,City,Talisay City,Zone 19,10.701279,122.934624,30,1,4,0,Resolved
DRRMO-20241020-0099,DRRMO,2024-10-20,08:00:44,Infrastructure Damage,Human-Induced Hazard,Incident Report,Road washout/damage,Low,Negros Occidental - 3rd District,City,Talisay City,San Isidro,10.737491,122.973669,7,1,0,16324,Resolved
BFP-20241025-4342,BFP,2024-10-25,02:30:54,Fire Incident,Human-Induced Hazard,Incident Report,Smoking / lighted cigarette,Low,Negros Occidental - 3rd District,City,Talisay City,Concepcion,10.71621,122.959747,29,4,1,1338382,Resolved
DRRMO-20241026-7162,DRRMO,2024-10-26,19:14:50,Infrastructure Damage,Natural Hazard,Incident Report,Building crack/structural risk,High,Negros Occidental - 3rd District,City,Talisay City,Cabatangan,10.736598,122.938857,34,2,0,1678453,Resolved
DRRMO-20241027-0145,DRRMO,2024-10-27,06:48:39,Other Emergency,Human-Induced Hazard,Incident Report,False alarm / unverified report,Low,Negros Occidental - 3rd District,City,Talisay City,"Zone 16, Bubog",10.730363,122.976133,9,3,0,0,Resolved
BFP-20241028-0133,BFP,2024-10-28,22:24:48,Fire Incident,Human-Induced Hazard,Incident Report,Unattended cooking / open flame,Low,Negros Occidental - 3rd District,City,Talisay City,Dos Hermanas,10.715246,122.973358,3,1,0,18184,Resolved
BFP-20241029-0694,BFP,2024-10-29,09:28:38,Fire Incident,Human-Induced Hazard,Incident Report,LPG tank leak,High,Negros Occidental - 3rd District,City,Talisay City,Bulanon,10.72622,122.988976,20,3,0,1386048,Ongoing
BFP-20241029-5621,BFP,2024-10-29,13:58:05,Fire Incident,Human-Induced Hazard,Incident Report,Candle / lighted lamp,High,Negros Occidental - 3rd District,City,Talisay City,Concepcion,10.760662,122.993015,25,2,0,219255,Resolved
DRRMO-20241031-3405,DRRMO,2024-10-31,18:27:19,Landslide,Natural Hazard,Incident Report,Prolonged heavy rainfall,High,Negros Occidental - 3rd District,City,Talisay City,Zone 20,10.742787,122.980963,23,1,0,933053,Resolved
DRRMO-20241102-9729,DRRMO,2024-11-02,15:50:04,Vehicular Accident,Human-Induced Hazard,Incident Report,Vehicle overturned,Low,Negros Occidental - 3rd District,City,Talisay City,McKinley Baybay,10.711394,122.944659,8,4,0,0,Resolved
BFP-20241106-0386,BFP,2024-11-06,12:28:22,Fire Incident,Human-Induced Hazard,Incident Report,Candle / lighted lamp,High,Negros Occidental - 3rd District,City,Talisay City,Katilingban,10.715356,122.933595,7,3,2,172467,Resolved
DRRMO-20241107-8851,DRRMO,2024-11-07,15:07:06,Landslide,Natural Hazard,Incident Report,Slope erosion,High,Negros Occidental - 3rd District,City,Talisay City,Efigenio Lizares,10.765417,122.933566,13,2,1,0,Ongoing
BFP-20241107-3202,BFP,2024-11-07,23:39:15,Fire Incident,Human-Induced Hazard,Incident Report,Arson (under investigation),Low,Negros Occidental - 3rd District,City,Talisay City,San Sebastian,10.721303,123.017186,17,1,0,1645230,Resolved
BFP-20241112-2325,BFP,2024-11-12,10:22:00,Chemical Leak,Human-Induced Hazard,Incident Report,Fuel spill,Critical,Negros Occidental - 3rd District,City,Talisay City,Dos Hermanas,10.763938,122.976632,8,3,0,0,Resolved
BFP-20241116-2827,BFP,2024-11-16,19:24:39,Fire Incident,Human-Induced Hazard,Incident Report,Unattended cooking / open flame,High,Negros Occidental - 3rd District,City,Talisay City,San Isidro,10.739895,122.954792,9,4,4,1340307,Resolved
DRRMO-20241117-1189,DRRMO,2024-11-17,07:16:25,Flood/Typhoon,Natural Hazard,Incident Report,Heavy monsoon rain,High,Negros Occidental - 3rd District,City,Talisay City,Dos Hermanas,10.747094,122.95,21,3,0,1501963,Resolved
BFP-20241118-2288,BFP,2024-11-18,06:41:31,Infrastructure Damage,Natural Hazard,Incident Report,Collapsed structure,Critical,Negros Occidental - 3rd District,City,Talisay City,San Isidro,10.765198,122.984285,7,1,0,1510575,Resolved
DRRMO-20241119-4531,DRRMO,2024-11-19,03:47:34,Other Emergency,Human-Induced Hazard,Incident Report,Animal rescue,High,Negros Occidental - 3rd District,City,Talisay City,Zone 17,10.748664,122.939154,11,2,1,0,Resolved
DRRMO-20241121-0168,DRRMO,2024-11-21,07:17:27,Vehicular Accident,Human-Induced Hazard,Incident Report,Motorcycle self-accident,High,Negros Occidental - 3rd District,City,Talisay City,Efigenio Lizares,10.74111,122.995557,14,2,0,0,Resolved
DRRMO-20241123-0402,DRRMO,2024-11-23,23:48:08,Flood/Typhoon,Natural Hazard,Incident Report,Typhoon/tropical storm rainfall,Low,Negros Occidental - 3rd District,City,Talisay City,Cabatangan,10.742322,122.959221,6,2,0,8773,Closed
BFP-20241129-9704,BFP,2024-11-29,12:17:52,Fire Incident,Human-Induced Hazard,Incident Report,Candle / lighted lamp,Critical,Negros Occidental - 3rd District,City,Talisay City,Zone 17,10.723399,122.931389,12,4,0,0,False Alarm
BFP-20241130-1342,BFP,2024-11-30,10:48:56,Fire Incident,Human-Induced Hazard,Incident Report,Unknown/undetermined,Low,Negros Occidental - 3rd District,City,Talisay City,San Isidro,10.713652,123.01512,8,1,0,953573,Closed
DRRMO-20241203-4923,DRRMO,2024-12-03,14:21:27,Other Emergency,Human-Induced Hazard,Incident Report,Power line hazard,Low,Negros Occidental - 3rd District,City,Talisay City,Zone 19,10.76,122.985104,22,4,0,0,Resolved
BFP-20241205-9287,BFP,2024-12-05,18:54:06,Fire Incident,Human-Induced Hazard,Incident Report,LPG tank leak,Low,Negros Occidental - 3rd District,City,Talisay City,"Zone 16, Bubog",10.768128,122.942977,8,1,0,1644956,Resolved
DRRMO-20241207-5725,DRRMO,2024-12-07,05:04:32,Infrastructure Damage,Human-Induced Hazard,Incident Report,Bridge damage,Low,Negros Occidental - 3rd District,City,Talisay City,Matab-ang,10.699692,122.970995,28,3,3,469670,Resolved
BFP-20241210-8752,BFP,2024-12-10,21:43:51,Fire Incident,Human-Induced Hazard,Incident Report,LPG tank leak,High,Negros Occidental - 3rd District,City,Talisay City,San Isidro,10.751555,123.004051,10,4,4,815492,Ongoing
BFP-20241215-7533,BFP,2024-12-15,00:54:26,Fire Incident,Human-Induced Hazard,Incident Report,Unattended cooking / open flame,High,Negros Occidental - 3rd District,City,Talisay City,Zone 19,10.731667,122.963352,20,4,0,1357996,Resolved
DRRMO-20241218-2115,DRRMO,2024-12-18,04:56:53,Other Emergency,Human-Induced Hazard,Incident Report,Animal rescue,Critical,Negros Occidental - 3rd District,City,Talisay City,Zone 17,10.736861,122.978779,17,4,0,0,Resolved
BFP-20241220-9209,BFP,2024-12-20,14:41:16,Fire Incident,Human-Induced Hazard,Incident Report,LPG tank leak,Critical,Negros Occidental - 3rd District,City,Talisay City,Bulanon,10.730722,122.940207,12,1,0,0,Ongoing
DRRMO-20241223-6143,DRRMO,2024-12-23,00:26:03,Infrastructure Damage,Human-Induced Hazard,Incident Report,Bridge damage,Low,Negros Occidental - 3rd District,City,Talisay City,San Isidro,10.732671,122.943578,12,2,2,1860203,Ongoing
DRRMO-20241224-9191,DRRMO,2024-12-24,17:23:07,Flood/Typhoon,Natural Hazard,Incident Report,Clogged drainage/canal overflow,High,Negros Occidental - 3rd District,City,Talisay City,Zone 17,10.713678,122.942616,21,2,2,226950,Resolved
BFP-20241231-0074,BFP,2024-12-31,00:31:55,Vehicular Accident,Human-Induced Hazard,Incident Report,Pedestrian hit,Low,Negros Occidental - 3rd District,City,Talisay City,Zone 20,10.74402,122.976766,6,1,0,0,Resolved
DRRMO-20250102-0201,DRRMO,2025-01-02,23:31:51,Flood/Typhoon,Natural Hazard,Incident Report,Clogged drainage/canal overflow,Low,Negros Occidental - 3rd District,City,Talisay City,"Zone 16, Bubog",10.741663,122.951819,8,1,0,19157,Resolved
DRRMO-20250104-7703,DRRMO,2025-01-04,02:33:34,Vehicular Accident,Human-Induced Hazard,Incident Report,Head-on collision,Low,Negros Occidental - 3rd District,City,Talisay City,"Zone 16, Bubog",10.756845,122.970762,8,1,0,0,Resolved
BFP-20250105-1857,BFP,2025-01-05,19:45:52,Infrastructure Damage,Natural Hazard,Incident Report,Fallen electric post/tree,High,Negros Occidental - 3rd District,City,Talisay City,Concepcion,10.746194,122.961461,35,3,0,335002,Resolved
DRRMO-20250116-6731,DRRMO,2025-01-16,04:35:03,Fire Incident,Human-Induced Hazard,Incident Report,Electrical ignition/faulty wiring,High,Negros Occidental - 3rd District,City,Talisay City,Zone 20,10.771313,122.976168,5,1,1,0,Resolved
DRRMO-20250117-6705,DRRMO,2025-01-17,22:06:02,Vehicular Accident,Human-Induced Hazard,Incident Report,Pedestrian hit,Low,Negros Occidental - 3rd District,City,Talisay City,Dos Hermanas,10.731856,123.002184,23,3,0,0,Resolved
DRRMO-20250118-0125,DRRMO,2025-01-18,05:57:22,Medical Emergency,Human-Induced Hazard,Incident Report,Drowning,Low,Negros Occidental - 3rd District,City,Talisay City,Efigenio Lizares,10.749105,122.948337,14,1,0,0,Resolved
BFP-20250119-1772,BFP,2025-01-19,20:16:49,Fire Incident,Human-Induced Hazard,Incident Report,Smoking / lighted cigarette,Low,Negros Occidental - 3rd District,City,Talisay City,"Zone 16, Bubog",10.742966,122.979392,6,3,0,0,Resolved
DRRMO-20250124-3847,DRRMO,2025-01-24,10:40:45,Medical Emergency,Human-Induced Hazard,Incident Report,Difficulty breathing,Low,Negros Occidental - 3rd District,City,Talisay City,Zone 17,10.731476,122.974102,13,3,0,0,Resolved
BFP-20250129-2451,BFP,2025-01-29,04:06:01,Other Emergency,Human-Induced Hazard,Incident Report,Water rescue (non-flood),Low,Negros Occidental - 3rd District,City,Talisay City,Efigenio Lizares,10.73443,123.010934,21,1,0,0,Resolved
DRRMO-20250129-3416,DRRMO,2025-01-29,14:15:47,Medical Emergency,Human-Induced Hazard,Incident Report,Drowning,Low,Negros Occidental - 3rd District,City,Talisay City,Cabatangan,10.70693,122.993532,15,1,1,0,Closed
DRRMO-20250201-2779,DRRMO,2025-02-01,02:46:57,Flood/Typhoon,Natural Hazard,Incident Report,Clogged drainage/canal overflow,High,Negros Occidental - 3rd District,City,Talisay City,"Zone 16, Bubog",10.766943,123.017817,28,3,0,867822,Resolved
BFP-20250201-5879,BFP,2025-02-01,11:59:53,Fire Incident,Human-Induced Hazard,Incident Report,Arson (under investigation),High,Negros Occidental - 3rd District,City,Talisay City,Zone 19,10.704766,122.943655,27,2,0,0,Resolved
DRRMO-20250201-2839,DRRMO,2025-02-01,13:38:08,Infrastructure Damage,Human-Induced Hazard,Incident Report,Fallen electric post/tree,High,Negros Occidental - 3rd District,City,Talisay City,Zone 20,10.722615,122.938575,18,2,3,1076277,Resolved
BFP-20250209-1045,BFP,2025-02-09,08:52:00,Fire Incident,Human-Induced Hazard,Incident Report,Unknown/undetermined,High,Negros Occidental - 3rd District,City,Talisay City,Bulanon,10.708522,122.927303,4,4,0,45655,Resolved
BFP-20250212-0333,BFP,2025-02-12,00:48:22,Fire Incident,Human-Induced Hazard,Incident Report,Unknown/undetermined,Critical,Negros Occidental - 3rd District,City,Talisay City,San Isidro,10.693515,122.979588,18,3,2,734389,Resolved
DRRMO-20250214-0372,DRRMO,2025-02-14,15:24:16,Other Emergency,Human-Induced Hazard,Incident Report,Animal rescue,Low,Negros Occidental - 3rd District,City,Talisay City,Cabatangan,10.723835,122.949885,13,2,0,0,Resolved
DRRMO-20250216-5363,DRRMO,2025-02-16,16:47:17,Medical Emergency,Human-Induced Hazard,Incident Report,Fall/physical injury,High,Negros Occidental - 3rd District,City,Talisay City,Bulanon,10.769589,122.956907,15,2,1,0,Resolved
BFP-20250219-9955,BFP,2025-02-19,11:32:51,Medical Emergency,Human-Induced Hazard,Incident Report,Drowning,Low,Negros Occidental - 3rd District,City,Talisay City,Bulanon,10.74775,123.015279,4,1,0,0,Ongoing
DRRMO-20250219-4834,DRRMO,2025-02-19,21:32:59,Other Emergency,Human-Induced Hazard,Incident Report,Search and rescue,High,Negros Occidental - 3rd District,City,Talisay City,Bulanon,10.755436,122.989029,6,4,0,0,Resolved
BFP-20250223-1572,BFP,2025-02-23,22:35:46,Fire Incident,Human-Induced Hazard,Incident Report,Unknown/undetermined,High,Negros Occidental - 3rd District,City,Talisay City,Bulanon,10.735911,122.98606,16,2,3,398425,Resolved
DRRMO-20250226-0148,DRRMO,2025-02-26,20:22:31,Flood/Typhoon,Natural Hazard,Incident Report,Heavy monsoon rain,Critical,Negros Occidental - 3rd District,City,Talisay City,Efigenio Lizares,10.70964,122.973815,20,2,0,1184525,Resolved
DRRMO-20250227-9569,DRRMO,2025-02-27,01:36:55,Flood/Typhoon,Natural Hazard,Incident Report,River overflow (Imbang/Malijao river system),Critical,Negros Occidental - 3rd District,City,Talisay City,Efigenio Lizares,10.753006,122.921622,29,3,0,0,Resolved
BFP-20250228-0113,BFP,2025-02-28,13:28:04,Fire Incident,Human-Induced Hazard,Incident Report,Candle / lighted lamp,Low,Negros Occidental - 3rd District,City,Talisay City,Efigenio Lizares,10.721068,122.937564,7,1,0,17554,Resolved
BFP-20250302-7370,BFP,2025-03-02,17:33:08,Fire Incident,Human-Induced Hazard,Incident Report,Candle / lighted lamp,Low,Negros Occidental - 3rd District,City,Talisay City,San Isidro,10.710643,122.940334,7,4,0,0,Closed
BFP-20250303-7539,BFP,2025-03-03,09:07:25,Fire Incident,Human-Induced Hazard,Incident Report,LPG tank leak,Critical,Negros Occidental - 3rd District,City,Talisay City,Cabatangan,10.772127,122.937187,21,4,0,0,Closed
DRRMO-20250307-0270,DRRMO,2025-03-07,17:32:45,Flood/Typhoon,Natural Hazard,Incident Report,Typhoon/tropical storm rainfall,Low,Negros Occidental - 3rd District,City,Talisay City,Cabatangan,10.779326,122.973181,5,1,0,3939,Resolved
BFP-20250309-0048,BFP,2025-03-09,14:50:41,Fire Incident,Human-Induced Hazard,Incident Report,Unknown/undetermined,Critical,Negros Occidental - 3rd District,City,Talisay City,Zone 20,10.732324,122.999834,12,2,0,832646,Resolved
DRRMO-20250310-0301,DRRMO,2025-03-10,15:51:00,Vehicular Accident,Human-Induced Hazard,Incident Report,Multi-vehicle collision,High,Negros Occidental - 3rd District,City,Talisay City,San Isidro,10.731183,122.961896,10,2,0,0,Closed
BFP-20250313-0591,BFP,2025-03-13,17:00:07,Fire Incident,Human-Induced Hazard,Incident Report,Arson (under investigation),Low,Negros Occidental - 3rd District,City,Talisay City,Concepcion,10.770329,122.989102,11,2,0,0,Resolved
BFP-20250317-0839,BFP,2025-03-17,04:56:16,Fire Incident,Human-Induced Hazard,Incident Report,Unknown/undetermined,High,Negros Occidental - 3rd District,City,Talisay City,Bulanon,10.721091,122.960325,23,4,0,225437,Closed
BFP-20250324-9087,BFP,2025-03-24,17:45:19,Fire Incident,Human-Induced Hazard,Incident Report,Unattended cooking / open flame,High,Negros Occidental - 3rd District,City,Talisay City,Zone 20,10.773628,123.00071,14,1,0,330819,Resolved
DRRMO-20250330-0004,DRRMO,2025-03-30,02:01:54,Flood/Typhoon,Natural Hazard,Incident Report,River overflow (Imbang/Malijao river system),Low,Negros Occidental - 3rd District,City,Talisay City,Dos Hermanas,10.73248,122.989406,7,1,0,15382,Resolved
BFP-20250330-0338,BFP,2025-03-30,19:45:50,Fire Incident,Human-Induced Hazard,Incident Report,Electrical ignition/faulty wiring,Low,Negros Occidental - 3rd District,City,Talisay City,Dos Hermanas,10.693209,122.955408,7,1,0,12129,Resolved
BFP-20250331-9089,BFP,2025-03-31,11:48:17,Fire Incident,Human-Induced Hazard,Incident Report,LPG tank leak,High,Negros Occidental - 3rd District,City,Talisay City,Concepcion,10.701263,122.938739,13,3,1,0,Resolved
BFP-20250402-0340,BFP,2025-04-02,18:05:39,Fire Incident,Human-Induced Hazard,Incident Report,Unattended cooking / open flame,High,Negros Occidental - 3rd District,City,Talisay City,San Sebastian,10.747486,122.954337,9,1,1,183912,Resolved
DRRMO-20250408-8976,DRRMO,2025-04-08,04:08:26,Flood/Typhoon,Natural Hazard,Incident Report,River overflow (Imbang/Malijao river system),Critical,Negros Occidental - 3rd District,City,Talisay City,Zone 20,10.749501,122.994843,11,4,0,0,Closed
BFP-20250409-0106,BFP,2025-04-09,22:11:59,Fire Incident,Human-Induced Hazard,Incident Report,Electrical ignition/faulty wiring,Low,Negros Occidental - 3rd District,City,Talisay City,McKinley Baybay,10.726983,122.920013,3,1,0,12973,Resolved
BFP-20250410-0305,BFP,2025-04-10,07:14:40,Infrastructure Damage,Human-Induced Hazard,Incident Report,Collapsed structure,High,Negros Occidental - 3rd District,City,Talisay City,Efigenio Lizares,10.761841,122.992713,11,1,0,176637,Resolved
DRRMO-20250412-9418,DRRMO,2025-04-12,09:12:24,Vehicular Accident,Human-Induced Hazard,Incident Report,Pedestrian hit,Low,Negros Occidental - 3rd District,City,Talisay City,Zone 19,10.731073,122.943721,23,4,0,0,Resolved
BFP-20250413-3964,BFP,2025-04-13,02:07:53,Fire Incident,Human-Induced Hazard,Incident Report,LPG tank leak,Low,Negros Occidental - 3rd District,City,Talisay City,San Sebastian,10.740723,122.921644,4,2,0,0,Resolved
BFP-20250413-0140,BFP,2025-04-13,11:04:24,Fire Incident,Human-Induced Hazard,Incident Report,Unknown/undetermined,Critical,Negros Occidental - 3rd District,City,Talisay City,Zone 20,10.773387,122.942775,18,3,0,0,Closed
DRRMO-20250415-1677,DRRMO,2025-04-15,08:13:29,Landslide,Natural Hazard,Incident Report,Slope erosion,Low,Negros Occidental - 3rd District,City,Talisay City,Katilingban,10.747562,123.002431,13,2,0,735896,Resolved
DRRMO-20250415-4332,DRRMO,2025-04-15,17:21:34,Flood/Typhoon,Natural Hazard,Incident Report,Clogged drainage/canal overflow,High,Negros Occidental - 3rd District,City,Talisay City,McKinley Baybay,10.747449,123.006765,24,4,0,363189,Resolved
BFP-20250415-0520,BFP,2025-04-15,18:15:44,Fire Incident,Human-Induced Hazard,Incident Report,Smoking / lighted cigarette,High,Negros Occidental - 3rd District,City,Talisay City,Efigenio Lizares,10.715498,123.002806,14,3,0,851501,Resolved
DRRMO-20250416-5925,DRRMO,2025-04-16,10:44:00,Fire Incident,Human-Induced Hazard,Incident Report,Candle / lighted lamp,Low,Negros Occidental - 3rd District,City,Talisay City,Cabatangan,10.747299,122.957943,30,2,0,1086754,Resolved
BFP-20250419-9885,BFP,2025-04-19,08:54:07,Fire Incident,Human-Induced Hazard,Incident Report,Smoking / lighted cigarette,High,Negros Occidental - 3rd District,City,Talisay City,Concepcion,10.703397,122.988605,6,3,0,646568,Resolved
DRRMO-20250419-4367,DRRMO,2025-04-19,22:50:02,Medical Emergency,Human-Induced Hazard,Incident Report,Stroke/seizure,High,Negros Occidental - 3rd District,City,Talisay City,McKinley Baybay,10.696819,122.995057,12,2,0,0,Resolved
BFP-20250423-3945,BFP,2025-04-23,15:56:19,Fire Incident,Human-Induced Hazard,Incident Report,LPG tank leak,Critical,Negros Occidental - 3rd District,City,Talisay City,San Sebastian,10.69197,123.014523,13,3,2,1079456,Resolved
DRRMO-20250424-9132,DRRMO,2025-04-24,02:09:48,Infrastructure Damage,Human-Induced Hazard,Incident Report,Fallen electric post/tree,Low,Negros Occidental - 3rd District,City,Talisay City,Efigenio Lizares,10.763112,122.992422,33,2,0,246528,Resolved
BFP-20250424-0956,BFP,2025-04-24,20:03:23,Fire Incident,Human-Induced Hazard,Incident Report,Electrical short circuit,Low,Negros Occidental - 3rd District,City,Talisay City,"Zone 16, Bubog",10.753196,123.009043,9,4,0,0,Closed
DRRMO-20250425-4558,DRRMO,2025-04-25,15:55:10,Flood/Typhoon,Natural Hazard,Incident Report,Typhoon/tropical storm rainfall,High,Negros Occidental - 3rd District,City,Talisay City,Concepcion,10.753872,122.952063,4,1,0,1780158,Ongoing
BFP-20250427-2980,BFP,2025-04-27,15:10:14,Chemical Leak,Human-Induced Hazard,Incident Report,Fuel spill,Critical,Negros Occidental - 3rd District,City,Talisay City,Zone 19,10.724915,122.934271,9,4,0,0,Ongoing
DRRMO-20250427-1342,DRRMO,2025-04-27,17:51:42,Flood/Typhoon,Natural Hazard,Incident Report,Typhoon/tropical storm rainfall,High,Negros Occidental - 3rd District,City,Talisay City,Zone 19,10.708565,122.944747,22,3,0,0,Resolved
BFP-20250511-0225,BFP,2025-05-11,03:01:40,Fire Incident,Human-Induced Hazard,Incident Report,Candle / lighted lamp,High,Negros Occidental - 3rd District,City,Talisay City,Zone 20,10.757942,122.990978,20,2,0,1464336,Resolved
DRRMO-20250511-8057,DRRMO,2025-05-11,04:12:52,Other Emergency,Human-Induced Hazard,Incident Report,Search and rescue,Low,Negros Occidental - 3rd District,City,Talisay City,San Isidro,10.771925,122.970544,4,3,0,0,Resolved
BFP-20250515-0087,BFP,2025-05-15,01:30:38,Fire Incident,Human-Induced Hazard,Incident Report,Unattended cooking / open flame,Critical,Negros Occidental - 3rd District,City,Talisay City,"Zone 16, Bubog",10.722555,122.995284,18,2,1,1455700,Resolved
DRRMO-20250517-3013,DRRMO,2025-05-17,18:35:22,Infrastructure Damage,Natural Hazard,Incident Report,Building crack/structural risk,Critical,Negros Occidental - 3rd District,City,Talisay City,Concepcion,10.756643,122.951786,23,3,5,636567,Resolved
BFP-20250521-0343,BFP,2025-05-21,13:39:39,Fire Incident,Human-Induced Hazard,Incident Report,Unattended cooking / open flame,Critical,Negros Occidental - 3rd District,City,Talisay City,Dos Hermanas,10.714579,122.98099,13,4,1,1629587,Resolved
BFP-20250524-1490,BFP,2025-05-24,23:41:01,Fire Incident,Human-Induced Hazard,Incident Report,LPG tank leak,Low,Negros Occidental - 3rd District,City,Talisay City,Concepcion,10.724292,122.923583,28,4,4,248946,Resolved
DRRMO-20250525-7385,DRRMO,2025-05-25,13:13:26,Other Emergency,Human-Induced Hazard,Incident Report,Water rescue (non-flood),Low,Negros Occidental - 3rd District,City,Talisay City,Bulanon,10.753937,122.956508,22,3,0,0,Resolved
DRRMO-20250527-0154,DRRMO,2025-05-27,17:26:48,Other Emergency,Human-Induced Hazard,Incident Report,Power line hazard,Low,Negros Occidental - 3rd District,City,Talisay City,San Isidro,10.710078,122.978249,5,1,0,0,Ongoing
